ID,Category,Text_Length,Keywords,Text_Preview
10624813,ENGINEERING,6640,"python, java, javascript, html, css, sql, mongodb, aws, git",ENGINEERING OPERATIONS DIRECTOR Executive Profile Senior Software Executive Senior Software Executive who is a key contributor to strategic planning and product development. Highly skilled at creating...
10712803,ENGINEERING,9289,aws,ENGINEERING SERVICES MANAGER Executive Profile A results driven Controls Engineer and Project Manager with over 20 years of experience in manufacturing. Skilled in Industrial Automation and Process En...
10985403,ENGINEERING,4684,machine learning,"MECHANICAL ENGINEERING INTERN Summary CAD | CAM | Finite Element Analysis | Mechanical Design | Product Design and Development Skills 5 years of experience with CAD packages (SolidWorks, Autodesk Inve..."
11890896,ENGINEERING,5598,sql,"SENIOR ENGINEERING MANAGER Summary Personable, patient and adaptable Math tutor with 3 years of experience tutoring K-12 and college students in Mathematics. Highly reliable and approachable person wi..."
11981094,ENGINEERING,5755,"java, javascript, html","SOFTWARE ENGINEERING MANAGER Summary Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in..."
12011623,ENGINEERING,6713,"python, html, sql, machine learning","ENGINEERING AND QUALITY TECHNICIAN Career Overview A highly experienced skilled graduate with Analytics degree with a very good experience in SAS, Web scraping, SQL, Predictive modelling and data visu..."
12022566,ENGINEERING,5437,react,"ENGINEERING INTERN Summary Candidate with a fifteen months experience in production supervising and manufacturing seeking opportunity in field of Quality, Supply Chain and Manufacturing Highlights DMA..."
12472574,ENGINEERING,17702,"java, javascript, html, sql",QA ENGINEERING TEAM LEAD Career Overview Eight years of progressive technical experience in quality assurance engineering of computer software in windows environment Strong practical and theoretical k...
12488356,ENGINEERING,6914,,"SENIOR ENGINEERING PROGRAM MANAGER Summary Accomplished senior program management professional with a successful broad-based career defining and guiding the implementation of industry best practices, ..."
12518008,ENGINEERING,6847,,ENGINEERING MANAGER Professional Summary Experienced product development Engineer and manager able to collaborate with cross functional team as well as customers and sales to bring brand new offerings...
12748557,ENGINEERING,5517,react,"REGIONAL ENGINEERING MANAGER Engineering Director Innovative, solution-driven engineering director with over 25 years' experience deliveringÂ high-profile ITS/SCADA projects for the Transportation and..."
13149176,ENGINEERING,6636,,ENGINEERING TECHNICIAN Professional Summary Seeking a Position of Engineering Technician. SUMMARY of Qualifications. Fifteen years of R&D lab support. Troubleshoot and debug system to component level....
13264796,ENGINEERING,18690,data science,"DIRECTOR OF ENGINEERING Experience Director of Engineering , 04/2018 to 05/2018 Company Name â€“ City , State Calero is a leading provider of Communications Lifecycle Management (CLM) solutions design..."
14049846,ENGINEERING,5688,,"ENGINEERING INTERN Summary looking for an opportunity as an engineer or related position which offers key participation, team-oriented tasks, immediate challenges and career opportunities in a reputed..."
14206561,ENGINEERING,3407,,"ENGINEERING TECHNICIAN Highlights PC Operating Systems, Microsoft Office, Outlook, Internet Experience Company Name City , State Engineering Technician 01/2014 to Current Analyze documentation to ensu..."
14554542,ENGINEERING,11535,,"ENGINEERING TECHNICIAN V Experience 04/2014 to 07/2015 Engineering Technician V Company Name ï¼​ City , State 04/1996 to 07/2015 Engineering Technician V Company Name ï¼​ City , State I have over 29 y..."
15139979,ENGINEERING,12856,,"ENGINEERING ASSISTANT Summary Knowledgeable Engineering Superintendent well-versed in supporting projects and managing related documentation. First-rate multitasker, problem-solver and organizer with ..."
15601399,ENGINEERING,2103,,SELF-SUSTAINING ENGINEERING TECHNICIAN Summary Versatile Self Sustaining Engineering Fabrication Technician adept at managing projects and resolving issues as well as hardware troubleshooting. Highly ...
10549585,FINANCE,5715,java,"FINANCE MANAGER/ OPERATIONS MANAGER Career Overview To obtain a full time position in Management Information Systems with emphasis on business analysis where I can demonstrate excellent leadership, bu..."
11441764,FINANCE,5862,sql,"FINANCE MANAGER Summary Pro-active, results-oriented, deadline driven with broad experience in all aspects of accounting and financial management. Solid planning and organizational skills in coordinat..."
11490673,FINANCE,4889,,"FINANCE MANAGER Executive Profile Financial Lead with company oversight, committed to strategic management and quality performance. Partner with organization leaders to effectively align with and supp..."
11877150,FINANCE,3281,,"FINANCE Professional Summary A versatile, highly motivated, adaptable, and responsible accounting graduate. Possessing highly analytical skill and ability to manage and complete projects to the highes..."
12071138,FINANCE,10520,,DIRECTOR OF FINANCE Professional Summary Progressive financial and managerial experience in not-for-profit and for-profit organizations. Primary financial contact with Board of Directors presenting fi...
12858898,FINANCE,5378,,"FINANCE MANAGER Summary Skilled Finance Leader experienced in budgeting, strategic planning, product analysis, cost allocation, sales plan design and adminstration. Highlights Strategic planning CPA (..."
14106638,FINANCE,8383,,"VICE PRESIDENT, CORPORATE FINANCE Summary AccomplishedÂ healthcareÂ finance executive with a demonstrated ability to deliver mission-critical results in complex and rapidly changing environments. Skil..."
14181049,FINANCE,8941,"sql, aws",DIRECTOR FINANCE AND FP&A Executive Profile I'm a senior finance leader who thrives when working closely with the executive team in removing obstacles to directing the company beyond targeted growth. ...
14408510,FINANCE,4792,,"FINANCE COORDINATOR Highlights Microsoft Excel, Word, Access, PowerPoint, MS Outlook, SAP, Marketing Funds System, Siebel, AS400/Mainframe, Baan ERP, SharePoint, Salesforce.com, SAP CRM Experience 05/..."
14413148,FINANCE,5925,,"FINANCE MANAGER Summary Assist an organization that can benefit from my extensive experience in Accounting, training auditing, contract bid preparation and negotiations. Over forty years experience in..."
14722634,FINANCE,7077,,"FINANCE DIRECTOR Summary Remarkably astute and analytical professional with over 12 years of hands-on experience in diverse accounting and finance management, human resources, facilities administratio..."
15011085,FINANCE,19961,,DIRECTOR OF FINANCE Summary Senior Finance leader with 12+ years of professional experience heavily focused in financial analytics and accounting practices. Professional presence with a solid work eth...
15224503,FINANCE,5593,,SENIOR MANAGER -NATIONAL SALES FINANCE Executive Profile Ambitious [Job Title] who creates strategic alliances with organization leaders to effectively align with and support key business initiatives....
15717923,FINANCE,5199,,"SENIOR EXECUTIVE - FINANCE Profile To be part of an Esteemed Organization, that gives immense opportunities for growth and innovation thereby rendering satisfaction to self and to the employer by way ..."
15792052,FINANCE,5254,,STUDENT FINANCE CONSULTANT Summary Customer service oriented individual with relevant work experience and integrity looking to further my career within the accounting industry. Over four years of work...
15891494,FINANCE,5422,aws,FINANCE OFFICER Summary Profile: An experience Accountant and data base worker who has developed a strong accounting background working with Data Base and Accounting packages for over four years. Team...
16426777,FINANCE,8018,,"FINANCE DIRECTOR Experience Finance Director 04/2014 to Current Company Name City , State Merck Global Capital Investment Planning & Reporting. Responsible for the forecasting, planning and reporting ..."
16449850,FINANCE,4905,,"DIRECTOR OF FINANCE Professional Summary Senior financial hospitality executive with over twenty years of managerial expertise, a proven and passionate leader in achieving goals. Big picture focus on ..."
17392859,FINANCE,6480,,DIRECTOR OF FINANCE Professional Summary Seeking a position in financial/general accounting. Highly meticulous and reliable Finance Director with an outstanding client service record. Adept multitaske...
17775916,FINANCE,6403,,FINANCE MANAGER Professional Summary To attain a responsible position in an organization of repute where I can utilize my accounting expertise to prepare fair and accurate financial documents for the ...
10235429,FITNESS,6293,,"FITNESS INSTRUCTOR Professional Summary Dynamic, entrepreneurial sales executive with a record of achievement and success driving sales growth in highly competitive markets. Solid background securing ..."
10268614,FITNESS,5356,,FITNESS ATTENDANT Summary Highly-motivated Nutritionist with a masters degree seeking a career position in the healthcare field. Goal-oriented and high-achieving professional with advanced knowledge a...
10333051,FITNESS,8509,,RN/RN TEAM LEAD Executive Profile I am a self-motivated and patient focused nurse executive with a strong history of progressive leadership. I have worked in health care for the past 12 years and in n...
10428916,FITNESS,3582,,RECREATION & SPORTS COORDINATOR Objective To gain a Recreation Supervisor position so that I can provide support to professional and part time staff. I am looking for the opportunity to guide day to d...
10568350,FITNESS,4843,,"MANAGER / FITNESS INSTRUCTOR Summary Enthusiastic customer service/telesales representative with in-depth knowledge of sales, account management and training. Results-driven Manager with proven abilit..."
10816645,FITNESS,2845,,"GROUP FITNESS COORDINATOR Professional Summary Highly motivated, wellness professional seeking an opportunity to advance my career with a position providing the community with programs and services to..."
10969918,FITNESS,4714,,CONCIERGE Professional Summary I am looking for a job where I can put my positive strengths and abilities to good use. I am an efficient and cheerful worker who relates to people with compassion and u...
11130200,FITNESS,5249,,MOVER Summary Extremely motivated and dependable Laborer with years of extensive experience in general maintenance and construction tasks ranging from demolitions to site clearing and debris removal. ...
11332602,FITNESS,5864,aws,"GENERAL MANAGER Summary I have strong marketing, and sales skills, with a Costumer Service background combined with over 10 years of Management. I am skilled with learning new concepts, I work well un..."
11522068,FITNESS,1325,,GROUP FITNESS INSTRUCTOR Executive Summary To obtain a position as an experienced Training and Development professional with strong leadership and relationship-building skills. Core Qualifications Tea...
12019284,FITNESS,5302,,FITNESS DIRECTOR Professional Profile Dedicated business professional with over seven years of experience in marketing and customer service in the fitness industry; marketing and selling fitness servi...
12092347,FITNESS,5774,,"SALES ASSOCIATE Professional Summary Jack of all trades who enjoys daily challenges and seeks opportunity to learn and improve skills Skills & Abilities Management Punctual, possessing outstanding tim..."
12695799,FITNESS,4811,aws,"OPERATIONS ASSOCIATE Lisa Phinney Skills Licensed Notary Over 10 years experience in MS Office; Excel, Spreadsheet creation; Word - Memos, minutes, invoices; Power Point, Outlook Asana and Basecamp Pr..."
12791244,FITNESS,4085,,PHYSICAL THERAPY AIDE Summary Experienced Physical Therapist Technician in patient aide and well-being. A quick learner capable of handling a fast-paced setting as well as stressful environment. A fac...
12923795,FITNESS,8289,git,"VICE PRESIDENT Executive Profile Manufacturing and Operations Executive proficient in the design and development of Lean operations, processes and systems for an innovative LED products manufacturer o..."
12938389,FITNESS,6916,"aws, git","O SITE LEAD/PROCESS ANALYST Summary I am seeking a position that challenges my current experience and grants the opportunity to make a measurable impact. Much of my experience is transferable, specifi..."
13037145,FITNESS,2614,,"SOCIAL MEDIA AGENT Summary College prepared student with over three years of front line customer service experience, excellent communication skills, with strong work ethic. Looking for opportunities i..."
13367322,FITNESS,8069,,"BARTENDER (ON CALL) Summary Hardworking and reliable Fitness Specialist with strong ability in multitasking. Offering Basics, monitoring and providing positive energy. Highly organized, proactive and ..."
13675377,FITNESS,4920,aws,"MEDICAL SCRIBE Professional Summary To obtain a position in patient care and research that will allow continual growth of personal knowledge, in a progressive environment that facilitates improvements..."
14107571,FITNESS,6625,git,"FLIGHT ATTENDANT Summary Former police detective with 22 years of experience. Specialized in investigating organized crime, money laundering, financial fraud, bank fraud and tax fraud cases. Well expe..."
10062724,HEALTHCARE,11649,aws,"BEHAVIORAL HEALTHCARE HELP LINE AND PSYCHIATRIC EMERGENCY TEAM SUPERVISOR Professional Overview Seasoned Licensed Clinical Social Worker dedicated to providing high quality, compassionate, and effecti..."
10076271,HEALTHCARE,5507,,"CHIEF EXECUTIVE OFFICER Summary Award-winning executive and marketing professional experienced in high-volume, multi-unit, retail and business operations in the pharmaceutical, financial services, and..."
10251432,HEALTHCARE,5276,git,CORPORATE ADMINISTRATOR Summary Successful administrative professional with 15 years of experience. Skills Organized Detail oriented Efficient Prioritize multiple deadlines Work well independently Col...
10466208,HEALTHCARE,7225,,"PHARMACEUTICAL SALES REPRESENTATIVE, WOMEN'S HEALTHCARE SPECIALIST Professional Summary Skills PROVEN ADMINISTRATIVE HIGHLY ORGANIZED LEADERSHIP SUPPORT EVENT PLANNING ENTREPRENEURIAL CONFLICT PUBLIC ..."
10480456,HEALTHCARE,16053,git,"DIRECTOR, NEW PRODUCT RESEARCH AND R&D LIAISON, GLOBAL ORAL HEALTHCARE R&D, CONSUMER HEALTHCARE R&D Skill Highlights SKILL SET * Growth strategies/new opportunity identification and development * Scie..."
10568183,HEALTHCARE,7714,git,"MEDICAL SUPPORT ASSISTANT (OA) GS-5 STEP 2 Summary Committed and motivated medical support assistant with exceptional customer service and decision making skills. Strong work ethic, professional demea..."
11378657,HEALTHCARE,5260,,"HEALTHCARE RECRUITER Professional Summary A highly ambitious, customer service oriented business professional, with experience in human resources, customer service and administrative support. Expertis..."
11605833,HEALTHCARE,5815,,NC AIR GUARD HEALTH SERVICES MANAGER Career Overview A Highly Skilled and Attentive individual seeking a position that provides opportunities for professional growth and development. Extremely motivat...
11653906,HEALTHCARE,5591,,SENIOR DIRECTOR OF BUSINESS OPERATIONS - HEALTHCARE Executive Profile Operations Executive with solid experience demonstrating strong leadership to achieve overall corporate goals and objectives in fa...
11704150,HEALTHCARE,4525,,AIRCRAFT HYDRAULICS JOURNYMAN Summary Seeking a position as a Stocker/Receiver for Paris Walmart Super Center. Adaptive team player with the ability to take and follow orders as well as take on other ...
12315079,HEALTHCARE,6192,,"DIRECTOR OF NATIONAL SALES- US. HEALTHCARE Executive Profile SALES AND BUSINESS DEVELOPMENT EXECUTIVE Successful in sales management and business development at the local, regional, and national level..."
12333703,HEALTHCARE,5834,,"FACILITY MANAGER Summary Operations * Maintenance * Procurement * Security * Safety Experience Company Name City , State Facility Manager 01/2013 to 01/2017 Led a Staff of over 100 Paid and volunteer ..."
12613221,HEALTHCARE,3362,,"SLEEP TECHNOLOGIST, RPSGT Summary Healthcare professional with more than ten years' experience seeking an opportunity where I can utilize my skills and knowledge in multiple healthcare settings to hav..."
12938200,HEALTHCARE,5040,,"EMERGENCY ROOM ADMITTING SPECIALIST/QUALITY ASSURANCE Summary Driven, highly dedicated to my job and duties (Quality Assurance). I am an active listener, excellent problem solver and Speak,write and r..."
13352113,HEALTHCARE,6028,,LICENSED UNITED HEALTHCARE INSURANCE SALES AGENT Summary Talent for identifying customers' needs and referring appropriate company products and services while demonstrating the ability to gain custome...
13565152,HEALTHCARE,12073,aws,"ACCOUNT EXECUTIVE Summary Extensive experience in healthcare management, leadership, mentor, healthcare sales, customer service; Succeeded in exceeding targets and expectations; Earned the reputation ..."
13575312,HEALTHCARE,7351,"java, javascript, html, sql",PROJECT MANAGER Professional Summary Accomplished Information technology professional with 20 years of experience in the software development life cycle (SDLC) with focus on Â application analysis and...
14062078,HEALTHCARE,7337,"aws, git","REGISTERED NURSE Professional Summary To provide safe, efficient, and quality care to patients and their families whileÂ adhering to policies and procedures. Licenses Completed coursework in Anatomy a..."
14667957,HEALTHCARE,7223,,FIELD BASED NURSE CHART REVIEWER - HEALTHCARE INFORMATICS Professional Summary Seventeen years of nursing experience from multiple different facilities and hospitals: Diverse background in nursing as ...
15499825,HEALTHCARE,4944,aws,"HEALTH INFORMATION SPECIALIST Summary Highly efficient, detail oriented HIM Specialist with extensive experience in all types of request relating to release of information and medical record managemen..."
10399912,HR,5329,,"HR PERSONNEL ASSISTANT Summary I am a U.S. citizen who is authorized to work in the US for any employer. I have worked 8 years as an Office Clerk, 2 years as a Student Intern/Office Assistant, and 4 y..."
10694288,HR,4811,,"HR BENEFITS/LEAVE COORDINATOR Summary 13 years of Human Resources experience and 27 years of administrative experience working in various settings *Professional, detail-oriented, excellent time-manage..."
11480899,HR,8389,,HR MANAGER Summary Human Resources Manager with practical understanding of business needs. Areas of expertise include conflict management and employee training. Human Resources Generalist who promotes...
11592605,HR,5163,,"HR GENERALIST Summary Dedicated and focused Administrative Assistant who excels at prioritizing, completing multiple tasks simultaneously and following through to achieve project goals. Seeking a role..."
11698189,HR,3827,,"HR EMPLOYEE RELATIONS SPECIALIST Summary Dedicated and self-motivated professional with experience in providing outstanding support to business partners. Skillful in tracking details, office managemen..."
11763983,HR,5249,aws,"HR GENERALIST Summary A people-oriented, results-driven professional with outstanding communication skills. Extensive experience delivering top-quality solutions for high- profile clients. Seeking to ..."
11847784,HR,6386,aws,"HR SPECIALIST Summary Possess 15+ years of experience as an HR Classification/Compensation Lead and as an HR Specialist, Recruitment. Managed recruitment efforts that included qualifying candidates ba..."
12786012,HR,4906,,"HR COORDINATOR Summary Certified Human Resources Professional with extensive employee relations experience in a full range of functions, as well as success in simultaneously managing multiple projects..."
13376919,HR,4856,,"REGIONAL HR DEPUTY MANAGER Summary Competent HR Generalist and seasoned recruiter with an extensive background in HR Operations functions across large corporates. Through my progressive career, I have..."
13520837,HR,6297,,"HR REPRESENTATIVE Summary A motivated business partner who communicates and collaborates effectively with all levels of personnel by relying on outstanding interpersonal and customer service skills, e..."
13879043,HR,6055,,"HR CONSULTING Summary 7+ years of Experience as a HR Partner with experience in all the facets of the Human Resource Function. Extensive background in HR generalist affairs, including experience in Re..."
14225422,HR,6076,aws,"HR MANAGER/GENERALIST Summary Background of progressively responsible Human Resources experience in union and non-union, ISO and FDA regulated manufacturing environments Knowledge of State and Federal..."
14256329,HR,4781,,HR SERVICES REPRESENTATIVE Summary A multi-skilled professional with good all-round HR imformatory skills. Very capable with an ability deal with all the recruitment/processing needs of the organizati...
14640322,HR,4927,,"HR GENERALIST Summary HR Generalist with 8 yrs of professional experience in employee recruitment, orientation, engagement ,assimilation and termination procedures . Highlights â€¢Employee recruitment..."
14886205,HR,5351,,HR MANAGER Summary HR Coordinator motivated to create collaborative team environment by using background in the organization of employee training and team building events. Key Skills New employee orie...
15041689,HR,4896,aws,HR DIRECTOR Summary HR Professional offering over 15 years of progressive experience including extensive practice in multi-unit businesses (in and out of state locations). Highly driven to achieve com...
15375009,HR,8653,aws,HR MANAGER Professional Summary Senior HR professional with a continuous improvement approach to building and supporting organizations. Driven HR Manager bringing an innovative approach to human resou...
15575117,HR,9044,,"HR SENIOR SPECIALIST Career Overview Dedicated Service Representative Professional motivated to maintain customer satisfaction and contribute to company success. Core Strengths Excel, Data entry syste..."
15576950,HR,5062,aws,HR SPECIALIST Highlights Staffing and recruiting professional Interviewing expertise Recruiting Personnel records maintenance Affirmative Action compliance Fluent in [Language] Detail-oriented Microso...
16852973,HR,5047,aws,HR ADMINISTRATOR/MARKETING ASSOCIATE HR ADMINISTRATOR Summary Dedicated Customer Service Manager with 15+ years of experience in Hospitality and Customer Service Management. Respected builder and lead...
10089434,INFORMATION-TECHNOLOGY,8271,"java, html, css, sql","INFORMATION TECHNOLOGY TECHNICIAN I Summary Versatile Systems Administrator possessing superior troubleshooting skills for networking issues, end user problems, and network security. Experienced in se..."
10247517,INFORMATION-TECHNOLOGY,7053,sql,"INFORMATION TECHNOLOGY MANAGER Professional Summary Possesses an extensive background in Information Technology Management, along with a Masters of Science degree and multiple certifications. Excels i..."
10265057,INFORMATION-TECHNOLOGY,5141,"python, java, sql","WORKING RF SYSTEMS ENGINEER Qualifications Microsoft office/Office for Mac, pages, numbers, keynote Â· RF/Microwave software: Ansoft Designer, AWR Microwave Office. Â· RF test instruments: Spectrum an..."
10553553,INFORMATION-TECHNOLOGY,4982,sql,INFORMATION TECHNOLOGY MANAGER Summary Dedicated IT Manager well-versed in analyzing and mitigating risk and finding cost-effective solutions. Excels at boosting performance and productivity by establ...
10641230,INFORMATION-TECHNOLOGY,5219,"java, javascript, html, css, git",IT MANAGEMENT Career Overview Detail-oriented professional with extensive Information Technology experience in hardware and software troubleshooting/management. With additional experience in networkin...
10839851,INFORMATION-TECHNOLOGY,4278,,INFORMATION TECHNOLOGY SPECIALIST Professional Summary Seeking to obtain a career in Information Assurance with a focus on Cyber Network Defense Seeking to obtain a career in Information Assurance wit...
10840430,INFORMATION-TECHNOLOGY,7383,git,"BRANCH CHIEF INFORMATION TECHNOLOGY SPECIALIST Profile Motivated Information Technology and Cyber security professional with outstanding managerial and customer service skills, excellent written and v..."
11580408,INFORMATION-TECHNOLOGY,5710,sql,"INFORMATION TECHNOLOGY COORDINATOR Career Overview AVP / Director of Information Technology I Network Engineer with extensive experience. Strengths - excellent communication skills, strong problem sol..."
11584809,INFORMATION-TECHNOLOGY,5070,git,MANAGER - INFORMATION TECHNOLOGY AND BUILDING AUTOMATION SYSTEMS Summary Manager - InformationÂ Technology and Building Automation Systems Versatile Building Automation System engineer and IT professi...
11957080,INFORMATION-TECHNOLOGY,9157,"html, sql","LEAD INFORMATION TECHNOLOGY SUPPORT SPECIALIST Work History Company Name Company Name Skills Applications: MS Office Suite 2000-2016, O365, GroupWise, HEAT Call Logging, Crystal Reports, T3 VoiceMail,..."
12045067,INFORMATION-TECHNOLOGY,8860,react,"INFORMATION TECHNOLOGY (IT) SPECIALIST Experience Information Technology (IT) Specialist January 2012 Company Name IT Specialist Project Engineer December 2009 to Current City , State U.S. Army Inform..."
12334140,INFORMATION-TECHNOLOGY,13057,,PRODUCTION ASSOCIATE Summary Conclude your application letter by thanking the employer for considering you for the position. Include information on how you will follow-up. Complimentary Close Sincerel...
12635195,INFORMATION-TECHNOLOGY,2802,"python, java, javascript","Objective To obtain a position in the information technology, personnel development, or computer science field to help manage, develop, and support projects and individuals. ADJUNCT INFORMATION TECHNO..."
12763627,INFORMATION-TECHNOLOGY,6092,"java, javascript, html, css, sql, git",ASP.NET WEB DEVELOPER Accomplishments Won Associate of the Month award at CYIENT Member of the team which won the Team of the Month award for projects such as DEBTS and eRFA Experience April 2015 to C...
13385306,INFORMATION-TECHNOLOGY,4946,sql,DIRECTOR OF INFORMATION TECHNOLOGY Profile SUMMAR Y Applying technology and workflow solutions to business challenges is exciting for me because I love to learn and apply new lessons and approaches to...
13405733,INFORMATION-TECHNOLOGY,6225,"python, sql, git","DIRECTOR OF INFORMATION TECHNOLOGY Professional Summary Dynamic Information Technology Manager with 13 years of IT leadership experience including oversight of infrastructure, application support and ..."
13477922,INFORMATION-TECHNOLOGY,5173,,INFORMATION TECHNOLOGY SPECIALIST Professional Profile To continue work in the Information Technology field while developing my skills in Information Systems and Networking. Experience Information Tec...
13836471,INFORMATION-TECHNOLOGY,4739,sql,"INFORMATION TECHNOLOGY MANAGER Experience Information Technology Manager April 2007 to Current Company Name ï¼​ City , State Annual budget planning for department, network administration, implementati..."
14789139,INFORMATION-TECHNOLOGY,8573,sql,"DIRECTOR OF INFORMATION TECHNOLOGY Professional Profile Senior Project Management Position Senior Project Manager with over 25 years of diverse experience including health care, private sector, local ..."
15118506,INFORMATION-TECHNOLOGY,5247,git,"DIRECTOR OF INFORMATION TECHNOLOGY Executive Profile Innovative executive and technology professional with strong work ethic and excellent communication skills, experienced in high-volume, multi-unit,..."
10070224,PUBLIC-RELATIONS,7094,,PUBLIC RELATIONS DIRECTOR Summary Talented PR professional with 11 years' expertise developing and executing all aspects of public outreach campaigns to increase media exposure and support strategic m...
10554045,PUBLIC-RELATIONS,6758,,WARD CLERK UNIT SECRETARY ADMISSIONS AND DISPOSITIONS CLERK 3RD PARTY LIABILITY CLERK PATIENT Executive Summary Seeking a part-time nonmedical/retail position that will afford me the opportunity to us...
10873344,PUBLIC-RELATIONS,5902,git,ACCOUNT MANAGER Highlights Excellent verbal and written communication skills Ability to successfully complete multiple tasks concurrently Superior organization skills Exemplary interpersonal skills Pu...
10926726,PUBLIC-RELATIONS,5640,git,"ASSISTANT DIRECTOR OF POLAR EXPEDITIONS Summary To acquire an executive assistant position with a dynamic company. My detailed project management, writing, creative and communication experience will a..."
11160414,PUBLIC-RELATIONS,6506,git,VP MARKETING & COMMUNICATIONS Summary Marketing manager and writer offering a comprehensive background in the development and execution of strategic marketing communication plans across all platforms ...
11624880,PUBLIC-RELATIONS,6162,git,COMMUNICATIONS COORDINATOR Summary Creative and highly-motivated Communications and Marketing professional with experience creating engaging and interesting work that achieves results. Highlights Adob...
11635137,PUBLIC-RELATIONS,4974,git,MARKETING & COMMUNICATIONS EXECUTIVE Executive Profile Creative leader offering rich career experience in corporate communications for domestic and global brands and strategic communications for use o...
11842274,PUBLIC-RELATIONS,35115,aws,"BARTENDER Experience Bartender , 05/2018 Company Name â€“ City , State Marketing & Public Relations: 10 years, Maintain proper and adequate set-up of the bar on a daily basis. Responsible for maintain..."
11850315,PUBLIC-RELATIONS,7063,git,"PUBLIC RELATIONS SPECIALIST AND BRAND CONSULTANT Summary With so many individuals applying for a position within your organization, how can you decide who is the best candidate? Successful public rela..."
11902276,PUBLIC-RELATIONS,5671,,"PUBLIC RELATIONS MANAGER Summary [Job Title] bringing expertise in listed equity and index options as well as extensive experience with regulatory inquiries and examinations, retail and professional t..."
12191094,PUBLIC-RELATIONS,5844,,"DIRECTOR OF PUBLIC RELATIONS Executive Profile Centene MARCOM resources and Development, promotion and personnel across Centene Health Plans implementation of statewide initiatives and Specialty Compa..."
12237267,PUBLIC-RELATIONS,5541,git,SENIOR ACCOUNT MANAGER Professional Summary Skills Administrative Administrative support Budget Business operations Clients Customer service Senior management Fashion Inventory Logistics Managing Mark...
12545844,PUBLIC-RELATIONS,2480,,"PUBLIC RELATIONS ACCOUNT COORDINATOR Summary Public relations professional possessing excellent project management, leadership and event planning skills with a strong background in brand building publ..."
12567516,PUBLIC-RELATIONS,4972,git,"PROGRAM MANAGER Professional Summary Highly-motivated community service professional skilled at networking, media outreach and relationship development. Flexible and versatile team player who maintain..."
12920612,PUBLIC-RELATIONS,6241,git,"PUBLIC RELATIONS MANAGER Summary I am a seasoned professional with 30 years of experience in communications, public relations, event planning and media relations. I have extensive knowledge of marketi..."
13129275,PUBLIC-RELATIONS,4999,,"INTERNAL AUDIT ASSISTANT Professional Summary Communications professional with exceptional writing and editing skills. Extensive experience in print and web content development, media relations and sp..."
13727873,PUBLIC-RELATIONS,9651,,"MARKET ANALYST PROMOTED TO ASSISTANT DIRECTOR OF BRAND STRATEGY Professional Summary Dear Cristina and team, The second I found out about this position, my I found myself extremely excited. I knew rig..."
13915715,PUBLIC-RELATIONS,4100,,"ASSISTANT COMPANY SECRETARY Summary Reliable Legal Secretary successful at maintaining complex docket systems, tracking deadlines and coordinating depositions. Organized Legal Secretary adept at manag..."
14009087,PUBLIC-RELATIONS,6188,html,INDEPENDENT PUBLIC RELATIONS CONSULTANT Executive Profile Accomplished professional with demonstrated ability to deliver strategic internal and external communications. Experienced in hospitality indu...
14128006,PUBLIC-RELATIONS,4751,git,"ABOUT Creative communications professional good with implementing PR strategy, writing press collateral and managing press on-site at events, launches and trade shows. Also experienced in maintaining ..."
10138632,SALES,5527,aws,SALES MANAGER Professional Summary Accomplished and energeticÂ with a solid history of achievement in sales. Motivated leader with strong organizational and prioritization abilities. Areas of expertis...
10464113,SALES,6147,git,"SALES EXECUTIVE Summary Sales and Customer Service Professional with proven record of accomplishment growing client list and maintaining existing clients. Delivered consistent gains in growth, profits..."
10603337,SALES,2166,git,"SALES ASSOCIATE Experience 08/2014 to Current Sales Associate Company Name ï¼​ City , State Greet customers and ascertain what each customer wants or needs. Describe merchandise and explain use, opera..."
10724818,SALES,5348,,SALES Career Overview Executive Assistant who is skilled at multi-tasking and maintaining a strong attention to detail. Employs professionalism and superior communication skills to meet client and com...
10898339,SALES,1910,,"SALES ASSOCIATE Summary Dependable, hard-workerÂ with over seven years of experience in Â maintenance work. Skills Dependable independent worker Customer service skills Good at following instructions ..."
12082377,SALES,4645,,SALES REPRESENTATIVE Professional Summary Experience sales rep with territory management and closing experience. Computer proficient with strong communication skills. Offering more than 13 years in ou...
12351749,SALES,3285,machine learning,SALES COORDINATOR Summary Current MS of Data Analytics graduate student with exposure to data analysis and modeling skills. Seeking evolutionary role in analytics that will allow to adapt and change t...
12696104,SALES,849,,SALES ASSOCIATE Summary Motivated sales associate with 3+ years of sales and customer service experience. Currently enrolled in Suffolk County Community College studying culinary. Experience 03/2016 t...
12820557,SALES,6635,,"SALES ASSOCIATE Highlights Computer Proficiency Client Relations Experience Sales Associate October 2014 to Current Company Name ï¼​ City , State Responsibilities Assist store management in merchandis..."
13178604,SALES,9774,,"MERCHANDISER, SALES Summary [Job Title] equipped with the excellent negotiation skills, market insight and business acumen necessary to guide struggling and newly-formed companies to financial success..."
13348915,SALES,4847,,SALES ASSOCIATE Summary Punctual retail sales professional focused on exceeding expectations and building customer loyalty. Flexible schedule and strong mathematical aptitude. Results-oriented Store M...
13637605,SALES,3102,,SALES ASSOCIATE/CASHIER Summary Friendly Sales Associate proficient in managing all areas of sales and customer service in fast-paced retail environments. Excellent multi- tasker and team player. Reli...
